name,line
TRUMP," I’ll tell you very—well, just very simple to say. Sidney Blumenthal works for the campaign and close—very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to—during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out."
HOLT, That was…
TRUMP," Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country."
HOLT," I will let you respond. It’s important. But I just want to get the answer here. The birth certificate was produced in 2011. You’ve continued to tell the story and question the president’s legitimacy in 2012, ’13, ’14, ’15…"
TRUMP, Yeah.
HOLT," …. as recently as January. So the question is, what changed your mind?"
TRUMP," Well, nobody was pressing it, nobody was caring much about it. I figured you’d ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job."
HOLT," I’m sorry. I’m just going to follow up—and I will let you respond to that, because there’s a lot there. But we’re talking about racial healing in this segment. What do you say to Americans, people of color who…"
TRUMP," Well, it was very—I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing."
HOLT, Secretary Clinton?
CLINTON," Well, just listen to what you heard. [laughter]"
HOLT," Mr. Trump, you can respond and we’re going to move on to the next segment."
TRUMP," I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn’t work that way. You were after him, you were trying to—you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don’t think you can deny that."
HOLT," Our next segment is called “Securing America.” We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who’s behind it? And how do we fight it?"
CLINTON," Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we’re facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they then can use to make money."
HOLT, Your two minutes have expired.
CLINTON, … have said that Donald is unfit to be the commander- in-chief. It’s comments like that that really worry people who understand the threats that we face.
HOLT," Mr. Trump, you have two minutes and the same question. Who’s behind it? And how do we fight it?"
TRUMP," I do want to say that I was just endorsed—and more are coming next week—it will be over 200 admirals, many of them here—admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I’m very proud of it."
HOLT, Secretary Clinton?
CLINTON," Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere."
HOLT," You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I’ll ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?"
TRUMP," Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. “We will take out ISIS.” Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out—what, they shouldn’t have been in, but once they got in, the way they got out was a disaster. And ISIS was formed."
HOLT, Secretary Clinton?
CLINTON," Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq."
TRUMP, Wrong.
CLINTON, That is absolutely proved over and over again.
TRUMP, Wrong. Wrong.
CLINTON," He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time."
HOLT, Mr. Trump…
TRUMP," Well, I have to respond."
HOLT, Please respond.
TRUMP," The secretary said very strongly about working with—we’ve been working with them for many years, and we have the greatest mess anyone’s ever seen. You look at the Middle East, it’s a total mess. Under your direction, to a large extent."
CLINTON," Lester, we’ve covered…"
TRUMP," No, wait a minute."
CLINTON, We’ve covered this ground.
TRUMP," When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you’re talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it’s in over 30 countries. And you’re going to stop them? I don’t think so."
HOLT," Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your…"
TRUMP, I did not support the war in Iraq.
HOLT, In 2002…
TRUMP," That is a mainstream media nonsense put out by her, because she—frankly, I think the best person in her campaign is mainstream media."
HOLT," My question is, since you supported it…"
TRUMP, Just—would you like to hear…
HOLT, … why is your—why is your judgment…
TRUMP, Wait a minute. I was against the war in Iraq. Just so you put it out.
HOLT," The record shows otherwise, but why—why was…"
TRUMP, The record does not show that.
HOLT, Why was—is your judgment any…
TRUMP," The record shows that I’m right. When I did an interview with Howard Stern, very lightly, first time anyone’s asked me that, I said, very lightly, I don’t know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said—and he called me the other day—and I spoke to him about it—he said you were totally against the war, because he was for the war."
HOLT, Why is your judgment better than…
TRUMP," And when he—excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people—he’s willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war."
HOLT," My reference was to what you had said in 2002, and my question was…"
TRUMP," No, no. You didn’t hear what I said."
HOLT, Why is your judgment—why is your judgment any different than Mrs. Clinton’s judgment?
TRUMP," Well, I have much better judgment than she does. There’s no question about that. I also have a much better temperament than she has, you know? [laughter]"
HOLT, Secretary Clinton?
TRUMP," Wait. The AFL-CIO the other day, behind the blue screen, I don’t know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there’s a person with a temperament that’s got a problem."
HOLT, Secretary Clinton?
CLINTON," Whew, OK. [laughter]"
TRUMP, That would not start a war.
CLINTON," That is not the right temperament to be commander-in-chief, to be taunted. And the worst part…"
TRUMP," No, they were taunting us."
CLINTON," … of what we heard Donald say has been about nuclear weapons. He has said repeatedly that he didn’t care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, that’s fine…"
TRUMP, Wrong.
CLINTON," … have a good time, folks."
TRUMP, It’s lies.
CLINTON," And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number-one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned."
TRUMP," That line’s getting a little bit old, I must say. I would like to…"
CLINTON," It’s a good one, though. It well describes the problem. [laughter]"
TRUMP," It’s not an accurate one at all. It’s not an accurate one. So I just want to give a lot of things—and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your—your president thinks."
HOLT, We need to move on.
TRUMP," Well, wait, but it’s very important. All I said was, they may have to defend themselves or they have to help us out. We’re a country that owes $20 trillion. They have to help us out."
HOLT, Our last…
TRUMP," As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has."
HOLT," Which leads to my next question, as we enter our last segment here on the, still on the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nation’s longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that."
TRUMP," Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she’s very cavalier in the way she talks about various countries. But Russia has been expanding their—they have a much newer capability than we do. We have not been updating from the new standpoint."
HOLT, Your two minutes is expired.
TRUMP," And they’re going to end up getting nuclear. I met with Bibi Netanyahu the other day. Believe me, he’s not a happy camper."
HOLT," All right. Mrs. Clinton, Secretary Clinton, you have two minutes."
CLINTON," Well, let me—let me start by saying, words matter. Words matter when you run for president. And they really matter when you are president. And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them."
HOLT, Your two minutes is…
CLINTON, … to be given any opportunities at all.
HOLT, … is expired.
TRUMP," Lester, one thing I’d like to say."
HOLT, Very quickly. Twenty seconds.
TRUMP," I will go very quickly. But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place. Right now, it’s getting tougher and tougher to defeat them, because they’re in more and more places, more and more states, more and more nations."
HOLT, Mr. Trump…
TRUMP," And it’s a big problem. And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars. We cannot be the policemen of the world. We cannot protect countries all over the world…"
HOLT, We have just…
TRUMP, … where they’re not paying us what we need.
HOLT, We have just a few final questions…
TRUMP," And she doesn’t say that, because she’s got no business ability. We need heart. We need a lot of things. But you have to have some basic ability. And sadly, she doesn’t have that. All of the things that she’s talking about could have been taken care of during the last 10 years, let’s say, while she had great power. But they weren’t taken care of. And if she ever wins this race, they won’t be taken care of."
HOLT," Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party. Earlier this month, you said she doesn’t have, quote, “a presidential look.” She’s standing here right now. What did you mean by that?"
TRUMP," She doesn’t have the look. She doesn’t have the stamina. I said she doesn’t have the stamina. And I don’t believe she does have the stamina. To be president of this country, you need tremendous stamina."
HOLT," The quote was, “I just don’t think she has the presidential look.”"
TRUMP," You have—wait a minute. Wait a minute, Lester. You asked me a question. Did you ask me a question?"
HOLT, Let’s let her respond.
CLINTON," Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina. [applause]"
TRUMP," The world—let me tell you. Let me tell you. Hillary has experience, but it’s bad experience. We have made so many bad deals during the last—so she’s got experience, that I agree. [applause]"
HOLT, We are at—we are at the final question. [applause]
CLINTON," Well, one thing. One thing, Lester."
HOLT," Very quickly, because we’re at the final question now."
CLINTON," You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said…"
TRUMP, I never said that.
CLINTON, …. women don’t deserve equal pay unless they do as good a job as men.
TRUMP, I didn’t say that.
CLINTON," And one of the worst things he said was about a woman in a beauty contest. He loves beauty contests, supporting them and hanging around them. And he called this woman “Miss Piggy.” Then he called her “Miss Housekeeping,” because she was Latina. Donald, she has a name."
TRUMP, Where did you find this? Where did you find this?
CLINTON, Her name is Alicia Machado.
TRUMP, Where did you find this?
CLINTON," And she has become a U.S. citizen, and you can bet…"
TRUMP," Oh, really?"
CLINTON, … she’s going to vote this November.
TRUMP," OK, good. Let me just tell you… [applause]"
HOLT," Mr. Trump, could we just take 10 seconds and then we ask the final question…"
TRUMP," You know, Hillary is hitting me with tremendous commercials. Some of it’s said in entertainment. Some of it’s said—somebody who’s been very vicious to me, Rosie O’Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her."
HOLT, Please very quickly.
TRUMP," … extremely rough to Hillary, to her family, and I said to myself, “I can’t do it. I just can’t do it. It’s inappropriate. It’s not nice.” But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue. They’re untrue. And they’re misrepresentations."
HOLT, We have to move on to the final question.
TRUMP," … $200 million is spent, and I’m either winning or tied, and I’ve spent practically nothing. [applause]"
HOLT," One of you will not win this election. So my final question to you tonight, are you willing to accept the outcome as the will of the voters? Secretary Clinton?"
CLINTON," Well, I support our democracy. And sometimes you win, sometimes you lose. But I certainly will support the outcome of this election."
HOLT," Mr. Trump, very quickly, same question. Will you accept the outcome as the will of the voters?"
TRUMP, I want to make America great again. We are a nation that is seriously troubled. We’re losing our jobs. People are pouring into our country.
HOLT, Will you accept the outcome of the election?
TRUMP," Look, here’s the story. I want to make America great again. I’m going to be able to do it. I don’t believe Hillary will. The answer is, if she wins, I will absolutely support her. [applause]"
HOLT," All right. Well, that is going to do it for us. That concludes our debate for this evening, a spirited one. We covered a lot of ground, not everything as I suspected we would."
HOLT," Good evening from Hofstra University in Hempstead, New York. I’m Lester Holt, anchor of “NBC Nightly News.” I want to welcome you to the first presidential debate."
WALLACE," Good evening from the Health Education Campus of Case Western Reserve University and the Cleveland Clinic. I’m Chris Wallace of Fox News and I welcome you to the first of the 2020 presidential debates between President Donald J. Trump and former Vice President Joe Biden. This debate is sponsored by the Commission on Presidential Debates. The Commission has designed the format, six roughly 15-minute segments with two-minute answers from each candidate to the first question, then open discussion for the rest of each segment. Both campaigns have agreed to these rules. For the record, I decided the topics and the questions in each topic. I can assure you none of the questions has been shared with the Commission or the two candidates."
BIDEN," How you doing, man?"
TRUMP, How are you doing?
BIDEN, I’m well.
WALLACE," Gentlemen, a lot of people have been waiting for this night, so let’s get going. Our first subject is the Supreme Court. President Trump, you nominated Amy Coney Barrett over the weekend to succeed the late Ruth Bader Ginsburg on the Court. You say the Constitution is clear about your obligation and the Senate’s to consider a nominee to the Court. Vice President Biden, you say that this is an effort by the President and Republicans to jam through on an appointment in what you call an abuse of power. My first question to both of you tonight, why are you right in the argument you make and your opponent wrong? And where do you think a Justice Barrett would take the court? President Trump, in this first segment, you go first. Two minutes."
TRUMP," Thank you very much, Chris. I will tell you very simply. We won the election. Elections have consequences. We have the Senate, we have the White House, and we have a phenomenal nominee respected by all. Top, top academic, good in every way. Good in every way. In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places. So I think she’s going to be fantastic. We have plenty of time. Even if we did it after the election itself. I have a lot of time after the election, as you know. So I think that she will be outstanding. She’s going to be as good as anybody that has served on that court. We really feel that. We have a professor at Notre Dame, highly respected by all, said she’s the single greatest student he’s ever had. He’s been a professor for a long time at a great school."
WALLACE," President Trump, thank you. Same question to you, Vice President Biden. You have two minutes."
BIDEN," Well, first of all, thank you for doing this and looking forward to this, Mr. President."
TRUMP," Thank you, Joe."
BIDEN, The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States. They’re not going to get that chance now because we’re in the middle of an election already. The election has already started. Tens of thousands of people already voted and so the thing that should happen is we should wait. We should wait and see what the outcome of this election is because that’s the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.
TRUMP," There aren’t a hundred million people with pre-existing conditions. As far as a say is concerned, the people already had their say. Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years. We’re not elected for three years. I’m not elected for three years. So we have the Senate, we have a President-"
BIDEN, He’s elected to the next election.
TRUMP," During that period of time, during that period of time, we have an opening. I’m not elected for three years. I’m elected for four years. Joe, the hundred million people is totally wrong. I don’t know where you got that number. The bigger problem that you have is that you’re going to extinguish 180 million people with their private health care, that they’re very happy with."
BIDEN, That’s simply not true.
TRUMP," Well, you’re certainly going to socialist. You’re going to socialist medicine-"
WALLACE," Gentlemen, we’re now into open discussion."
BIDEN, Open discussion.
WALLACE," Open discussion, yes, I agree. Go ahead, Vice President."
BIDEN," Number one, he knows what I proposed. What I proposed is that we expand Obamacare and we increase it. We do not wipe any. And one of the big debates we had with 23 of my colleagues trying to win the nomination that I won, were saying that Biden wanted to allow people to have private insurance still. They can. They do. They will under my proposal."
TRUMP, That’s not what you’ve said and it’s not what your party is saying.
BIDEN, That is simply a lie.
TRUMP, Your party doesn’t say it. Your party wants to go socialist medicine and socialist healthcare.
BIDEN," The party is me. Right now, I am the Democratic Party."
TRUMP," And they’re going to dominate you, Joe. You know that."
BIDEN, I am the Democratic Party right now.
TRUMP, Not according to Harris.
BIDEN," The platform of the Democratic Party is what I, in fact, approved of, what I approved of. Now, here’s the deal. The deal is that it’s going to wipe out pre-existing conditions. And, by the way, the 200,000 people that have died on his watch, how many of those have survived? Well, there’s seven million people that contracted COVID. What does it mean for them going forward if you strike down the Affordable Care Act?"
TRUMP," Joe, you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military. So don’t tell me about this."
BIDEN, I’m happy to talk about this.
TRUMP," And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw. You didn’t want me to ban China, which was heavily infected. You didn’t want me to ban Europe."
WALLACE," All right, gentlemen, Mr. President."
TRUMP," You would have been much later, Joe, much later."
WALLACE, Mr. President.
TRUMP, We’re talking about two million people.
BIDEN, You’re not going to be able to shut him up.
WALLACE," Mr. President, as the moderator, we are going to talk about COVID in the next segment. But go ahead."
BIDEN," Let me finish. The point is that the President also is opposed to Roe V. Wade. That’s on the ballot as well and the court, in the court, and so that’s also at stake right now. And so the election is all-"
TRUMP, You don’t know what’s on the ballot. Why is it on the ballot? Why is it on the ballot? It’s not on the ballot.
BIDEN, It’s on the ballot in the court.
TRUMP, I don’t think so.
BIDEN, In the court.
TRUMP, There’s nothing happening there.
BIDEN, Donald would you just be quiet for a minute.
TRUMP, You don’t know her view on Roe V. Wade? You don’t know her view.
WALLACE," Well, all right. All right. Let’s talk. We’ve got a lot to unpack here, gentlemen. We’ve got a lot of time. On healthcare, and then we’ll come back to Roe V. Wade."
BIDEN, All right.
WALLACE," Mr. President, the Supreme Court will hear a case a week after the election in which the Trump Administration, along with 18 state Attorney Generals are seeking to overturn Obamacare, to end Obamacare."
TRUMP, That’s right.
WALLACE, You have spent the last week-
TRUMP, Because they want to give good healthcare.
WALLACE," If I may ask my question, sir."
BIDEN, Good healthcare.
WALLACE," Over the last four years, you have promised to repeal and replace Obamacare, but you have never in these four years come up with a plan, a comprehensive plan, to replace Obamacare."
TRUMP," Yes, I have. Of course, I have. The individual mandate."
WALLACE, [crosstalk] when I finish I’m going to give an opportunity-
TRUMP," Excuse me. I got rid of the individual mandate, which was a big chunk of Obamacare."
WALLACE, That’s not a comprehensive place.
TRUMP, That is absolutely a big thing. That was the worst part of Obamacare.
WALLACE," I didn’t ask, sir."
TRUMP," Chris, that was the worst part of Obamacare."
WALLACE, You’re debating him not me. Let me ask my question.
TRUMP," Well, I’ll ask Joe. The individual mandate was the most unpopular aspect of Obamacare."
WALLACE, Mr. President.
TRUMP, I got rid of it. And we will protect people.
WALLACE," Mr. President, I’m the moderator of this debate and I would like you to let me ask my question and then you can answer."
TRUMP, Go ahead.
WALLACE," You, in the course of these four years, have never come up with a comprehensive plan to replace Obamacare, and just this last Thursday you signed a largely symbolic Executive Order to protect people with pre-existing conditions five days before this debate. So my question, sir, is what is the Trump healthcare plan?"
TRUMP," Well, first of all, I guess I’m debating you, not him, but that’s okay. I’m not surprised. Let me just tell you something. There’s nothing symbolic. I’m cutting drug prices. I’m going with Favored Nations, which no President has the courage to do because you’re going against big pharma. Drug prices will be coming down 80 or 90%. You could have done it during your 47-year period in government, but you didn’t do it. Nobody’s done it. So we’re cutting healthcare."
WALLACE, What about pre-existing conditions?
TRUMP, All of the things that we’ve done.
BIDEN, He has not done healthcare.
TRUMP," I’ll give you an example. Insulin, it was destroying families, destroying people, the cost. I’m getting it for so cheap it’s like water, you want to know the truth. So cheap. Take a look at all of the drugs that what we’re doing. Prescription drug prices, we’re going to allow our Governors now to go to other countries to buy drugs because when they paid just a tiny fraction of what we do."
WALLACE," Okay, like I say, this is open discussion."
TRUMP, This is big stuff.
WALLACE," Sir, you’ll be happy. I’m about to pick up on one of your points to ask the Vice President, which is, he points out that you would like to add a public option to Obamacare."
BIDEN, Yes.
WALLACE, And the argument that he makes and other Republicans make is that that is going to end private insurance.
BIDEN, It is not.
WALLACE, If I start asking the question.
TRUMP," That’s not what your party says, by the way."
WALLACE, And it will end private insurance and create a government takeover of healthcare.
BIDEN," It does not. It’s only for those people who are so poor they qualify for Medicaid they can get that free in most States, except Governors who want to deny people who are poor Medicaid. Anyone who qualifies for Medicaid would automatically be enrolled in the public option. The vast majority of the American people would still not be in that option. Number one. Number two."
TRUMP," Joe, you agreed with Bernie Sanders, who’s far left, on the manifesto, we call it. And that gives you socialized medicine."
BIDEN," Look, hey."
TRUMP, Are you saying you didn’t agree?
BIDEN, I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.
TRUMP, Not by much.
BIDEN, I beat him by a whole hell of a lot.
TRUMP, Not by much.
BIDEN," I’m here standing facing you, old buddy."
TRUMP, If Pocahontas would have left two days early you would have lost every primary.
BIDEN, All he knows how to do-
TRUMP," On Super Tuesday, you got very lucky."
BIDEN, Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.
TRUMP, With what?
BIDEN, And tonight I’m going to make sure.
TRUMP, With what?
BIDEN," Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar."
TRUMP," But you agree. Joe, you’re the liar. You graduated last in your class not first in your class."
BIDEN," God, I want to make sure-"
WALLACE," Mr. President, can you let him finish, sir?"
BIDEN," No, he doesn’t know how to do that."
TRUMP," You’d be surprised. You’d be surprised. Go ahead, Joe."
BIDEN," The wrong guy, the wrong night, at the wrong time."
TRUMP," Listen, you agreed with Bernie Sanders and the manifesto."
BIDEN," There is no manifesto, number one."
WALLACE," Please let him speak, Mr. President."
BIDEN, Number two.
TRUMP, He just lost the left.
BIDEN, Number two.
TRUMP," You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk], they call it socialized medicine."
WALLACE, Mr. President.
BIDEN," I’ll tell you what, he is not for any help for people needing healthcare."
TRUMP," Who is, Bernie?"
BIDEN," Because he, in fact, already has cost 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away."
TRUMP," No, I want to give them better healthcare at a much lower price, because Obamacare is no good."
BIDEN, He doesn’t know how. He doesn’t know how to do that.
TRUMP, I’ve already fixed it.
BIDEN, He has never offered a plan.
TRUMP," We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good."
WALLACE," Gentlemen, you realize if you’re both speaking at the same time. Let the President. Go ahead, sir."
TRUMP," Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better."
WALLACE," I understand that, sir. But I have to give you roughly equal time."
TRUMP, Go ahead.
WALLACE," Please let the Vice President talk, sir."
TRUMP, Good.
BIDEN, He has no plan for healthcare.
TRUMP," Of course, we do."
WALLACE, Please.
BIDEN," He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about. "
WALLACE," All right, I have one final question for you."
BIDEN, Sure.
WALLACE," Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You call this a distraction by the President. But, in fact, it wasn’t brought up by the President. It was brought up by some of your Democratic colleagues in the Congress. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American people tonight whether or not you will support either ending the filibuster or packing the court?"
BIDEN," Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know how strongly you feel."
TRUMP, Are you going to pack the court?
BIDEN, Vote now.
TRUMP, Are you going to pack the court?
BIDEN," Make sure you, in fact, let people know, your Senators."
TRUMP, He doesn’t want to answer the question.
BIDEN, I’m not going to answer the question.
TRUMP, Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.
BIDEN," Will you shut up, man?"
TRUMP," Listen, who is on your list, Joe? Who’s on your list?"
WALLACE," Gentlemen, I think we’ve ended this-"
BIDEN, This is so un-Presidential.
TRUMP, He’s going to pack the court. He is not going to give a list.
WALLACE, We have ended the segment. We’re going to move on to the second segment.
BIDEN," That was really a productive segment, wasn’t it? Keep yapping, man."
TRUMP," The people understand, Joe."
BIDEN, They sure do.
TRUMP," 47 years, you’ve done nothing. They understand."
WALLACE," All right, the second subject is COVID-19, which is an awfully serious subject. So let’s try to be serious about it. We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died. Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward? In this case, the question goes to you first, sir. Two minutes, uninterrupted."
BIDEN," Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?"
BIDEN, He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was. He did not even ask Xi to do that.
TRUMP, Wrong.
BIDEN, He told us what a great job Xi was doing. He said we owe him a debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.
TRUMP, Wrong.
WALLACE," Sir, it’s his two minutes."
TRUMP, It’s so wrong.
BIDEN," I laid out back in March, exactly what we should be doing. And I laid out again in July, what we should be doing. We should be providing all the protective gear possible. We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open. Open schools cost a lot of money. You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives."
TRUMP," So, if we would have listened to you."
WALLACE," Wait, wait. You have two minutes, sir."
TRUMP," If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000. And one person is too much. It’s China’s fault. It should have never happened. They stopped it from going in, but it was China’s fault. And, by the way, when you talk about numbers, you don’t know how many people died in China. You don’t know how many people died in Russia. You don’t know how many people died in India. They don’t exactly give you a straight count, just so you understand. But if you look at what we’ve done, I closed it and you said, “He’s xenophobic. He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country. Wait a minute."
WALLACE," Sir, it’s his two minutes."
TRUMP," You didn’t think we should have closed our country because you thought it was terrible. You wouldn’t have closed it for another two months. By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor. Oh really, go take a look. The Governors said I did a phenomenal job. Most of them said that. In fact, people that would not be necessarily on my side said that, “President Trump did a phenomenal job.” We did. We got the gowns. We got the masks. We made the ventilators. You wouldn’t have made ventilators. And now we’re weeks away from a vaccine. We’re doing therapeutics already. Fewer people are dying when they get sick. Far fewer people are dying. We’ve done a great job."
TRUMP," The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it. It’s just fake news. They give you good press, they give me bad press because that’s the way it is, unfortunately. But let me just say something. I don’t care. I’ve gotten used to it. But I’ll tell you, Joe, you could never have done the job that we did. You don’t have it in your blood. You could’ve never done that, Joe."
BIDEN, I know how to do the job. I know how to get the job done.
TRUMP," Well, you didn’t do very well in Swine Flu. H1-N1, you were a disaster. Your own Chief of Staff said you were a disaster."
BIDEN," 14,000 people died, not 200,000."
TRUMP," A far less lethal disease, by the way."
WALLACE," Sir, you made a point. Let him answer it."
BIDEN," And there was no one … We didn’t shut down the economy. This is his economy he shut down. The reason it’s shut down is because, look, you folks at home. How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID? How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?"
TRUMP," We would have lost far more people, far more people. You would have been months late. You’re months behind me, Joe."
